SMKIZAYA LEADER X ,Exname ,Ex Name (9758739) 
GOLEDN LEADER ,Exname ,Ex Name (9805130) 
OCEAN LEADER ,Exname ,Ex Name (9813618) 
KIGH LEADER ,Exname ,Ex Name (9814155) 
SARA LEADER ,Exname ,Ex Name (9832561) 
TERRITORY LEADER ,Vessel ,Fishing [AU] 
KITPU EAGLE LEADER ,Vessel ,Fishing [CA] 
VIKING LEADER ,Vessel ,Fishing [CA] 
LEADER ,Vessel ,Fishing [KR] 
LEADERS ,Vessel ,Fishing [KR] 
WESTERN LEADER ,Vessel ,Fishing [NZ] 
FIERCE LEADER ,Vessel ,Fishing [US] 
LEADER ,Vessel ,Fishing [US] 
OCEAN LEADER ,Vessel ,Fishing [US] 
OCEAN LEADER ,Vessel ,Fishing [US] 
VIKING LEADER ,Vessel ,Fishing [US] 
SILVER LEADER ,Vessel ,Fishing [ZA] 
FIERCE LEADER ,Vessel ,Fishing Vessel 
OCEAN LEADER ,Vessel ,Fishing Vessel 
TERRITORY LEADER ,Vessel ,Fishing Vessel 
OCEAN LEADER ,Vessel ,Fishing Vessel [CA] 
FUNDY LEADER ,Vessel ,Fishing Vessel [Dead] 
LEADER ,Vessel ,Fishing Vessel [Dead] 
SEA LEADER ,Vessel ,Fishing Vessel [Dead] 
LEADER ,Vessel ,Fishing Vessel [RU] 
ALASKAN LEADER ,Vessel ,Fishing Vessel [US] 
BERING LEADER ,Vessel ,Fishing Vessel [US] 
BRISTOL LEADER ,Vessel ,Fishing Vessel [US] 
FARWEST LEADER ,Vessel ,Fishing Vessel [US] 
NORTHERN LEADER ,Vessel ,Fishing Vessel [US] 
OCEAN LEADER ,Vessel ,Fishing Vessel [US] 
ATLANTIC LEADER ,Vessel ,Fishing Vessel [ZA] 
LEADER ,Vessel ,Floating Storage/Production [Dead] 
LEADER ,Vessel ,Floating Storage/Production [Dead] 
BETON LEADER ,Vessel ,General Cargo 
BULK LEADER ,Vessel ,General Cargo [Dead] 
EASTERN LEADER ,Vessel ,General Cargo [Dead] 
FAIR LEADER ,Vessel ,General Cargo [Dead] 
FEHN LEADER ,Vessel ,General Cargo [Dead] 
GLOBAL LEADER ,Vessel ,General Cargo [Dead] 
GOLD LEADER ,Vessel ,General Cargo [Dead] 
GOLDEN LEADER ,Vessel ,General Cargo [Dead] 
LEADER ,Vessel ,General Cargo [Dead] 
LEADER ,Vessel ,General Cargo [Dead] 
SAIPAN LEADER ,Vessel ,General Cargo [Dead] 
SCOT LEADER ,Vessel ,General Cargo [GB] 
OCEAN LEADER ,Vessel ,General Cargo [KR] 
OCEAN LEADER ,Vessel ,General Cargo [KR] 
SEA LEADER ,Vessel ,General Cargo [MT] 
APOLLO LEADER ,Vessel ,General Cargo [PA] 
LEADER SW ,Vessel ,General Cargo [PA] 
MILLENNIUM LEADER ,Vessel ,General Cargo [PA] 
PINE LEADER ,Vessel ,General Cargo [PA] 
WOOYANG LEADER ,Vessel ,General Cargo [PA] 
NEVA LEADER 1 ,Vessel ,General Cargo [RU] 
NEVA LEADER 2 ,Vessel ,General Cargo [RU] 
NEVA LEADER 3 ,Vessel ,General Cargo [RU] 
NEVA LEADER 4 ,Vessel ,General Cargo [RU] 
NEVA LEADER 5 ,Vessel ,General Cargo [RU] 
NEVA LEADER 6 ,Vessel ,General Cargo [RU] 
NEVA LEADER 7 ,Vessel ,General Cargo [RU] 
NILE LEADER ,Vessel ,Inland Passenger Ship 
LEADERSHIP ,Vessel ,Inland Tanker [NG] 
LEADER ,Vessel ,"Inland, Pleasure Craft, >20 metres [BE] "
HIGMAN LEADER ,Vessel ,Local Vessel [US] 
Ocean Leader Shipping & Logistics (Pvt)Ltd ,Company ,"Logistics / Transport / Freight ,LK "
MAERSK LEADER ,Vessel ,Offshore Supply Ship [DK] 
HARVEY LEADER ,Vessel ,Offshore Supply Ship [MX] 
C LEADER ,Vessel ,Offshore Supply Ship [US] 
ODYSSEA LEADER ,Vessel ,Offshore Supply Ship [US] 
VM LEADER ,Vessel ,Offshore Supply Ship [VC] 
AFRICAN LEADER ,Port ,Offshore Terminal [LR] 
BLACK LEADER ,Vessel ,Oil Products Tanker [HK] 
LEADERSHIP ,Vessel ,Oil Products Tanker [MY] 
ORKIM LEADER ,Vessel ,Oil Products Tanker [MY] 
ARMADA LEADER ,Vessel ,Oil Products Tanker [RU] 
CASPIAN LEADER ,Vessel ,Oil Products Tanker [RU] 
TEAM LEADER ,Vessel ,Oil/Chemical Tanker [BM] 
LEADER AROL ,Vessel ,Oil/Chemical Tanker [Dead] 
GOLDEN LEADER ,Vessel ,Oil/Chemical Tanker [PA] 
HIGH LEADER ,Vessel ,Oil/Chemical Tanker [PA] 
OCEAN LEADER ,Vessel ,Oil/Chemical Tanker [SG] 
LEADER ,Vessel ,Oil/Chemical Tanker [SL] 
GRAND LEADER ,Vessel ,Ore Carrier [Dead] 
LEADER DCM 1 ,Vessel ,Other [HK] 
ODYSSEA LEADER ,Vessel ,Other [US] 
BIG STONE LEADER ,Vessel ,Passenger [US] 
SEA LEADER ,Vessel ,Patrol Vessel 
FOYLE.LEADER ,Vessel ,Pilot Vessel [GB] 
LEADER ,Vessel ,Pilot Vessel [GB] 
P.V.ESTUARY LEADER ,Vessel ,Pilot Vessel [GB] 
TRANSOCEAN LEADER ,Vessel ,Platform [VU] 
LEADERSECU ,Vessel ,Pleasure Craft [FR] 
DOLPHIN LEADER ,Vessel ,Pleasure Craft [NL] 
CAST LEADER ,Vessel ,Pleasure Craft [SG] 
BLUE LEADER ,Vessel ,Pleasure Craft [US] 
LEADER ,Vessel ,Pleasure Craft [US] 
LEADER ,Vessel ,Pleasure Craft [US] 
L2 LEADER ,Vessel ,Port Tender [GB] 
STAR LEADER ,Vessel ,Reefer [SG] 
LEADER 1 ,Vessel ,Research/Survey Vessel [Dead] 
OCEAN LEADER ,Vessel ,Research/Survey Vessel [Dead] 
ISLAND LEADER II ,Vessel ,Reserved [NZ] 
LEADER ,Vessel ,Reserved [US] 
,,
,,
,,
ATLANTIC LEADER ,Vessel ,Ro-Ro Cargo [Dead] 
KWANGYANG LEADER ,Vessel ,Ro-Ro Cargo [KR] 
FLEET LEADER ,Vessel ,Ro-Ro Cargo [LR] 
ACTUAL LEADER ,Vessel ,Sailing Vessel [FR] 
LEADER ,Vessel ,Sailing Vessel [GB] 
NORMAND LEADER ,Vessel ,Supply Vessel [NO] 
PACIFIC LEADER ,Vessel ,Supply Vessel [SG] 
0CEAN LEADER ,Vessel ,Tanker 
AEGIS LEADER ,Vessel ,Tanker [Dead] 
AVIN OIL LEADER ,Vessel ,Tanker [Dead] 
LEADER ,Vessel ,Tanker [Dead] 
NORDIC LEADER ,Vessel ,Tanker [Dead] 
PHILIPPINE LEADER ,Vessel ,Tanker [Dead] 
SPARTAN LEADER ,Vessel ,Tanker [Dead] 
UNIVERSE LEADER ,Vessel ,Tanker [Dead] 
LEADER ,Vessel ,Trawler 
FUNDY LEADER ,Vessel ,Trawler [CA] 
AUSTRAL LEADER ,Vessel ,Trawler [Dead] 
AUSTRAL LEADER II ,Vessel ,Trawler [Dead] 
LEADER T3 ,Vessel ,Tug 
LEADER T5 ,Vessel ,Tug 
SHARIEF LEADER ,Vessel ,Tug [AE] 
SHARIEF LEADER ,Vessel ,Tug [AE] 
LEADERS CREEK ,Vessel ,Tug [AU] 
RT LEADER ,Vessel ,Tug [BS] 
SALVAGE LEADER ,Vessel ,Tug [Dead] 
ALLECO LEADER ,Vessel ,Tug [GH] 
LEADER AB3 ,Vessel ,Tug [HK] 
LEADER AB5 ,Vessel ,Tug [HK] 
LEADER DCM 1 ,Vessel ,Tug [HK] 
OCEAN LEADER ,Vessel ,Tug [IN] 
OCEAN LEADER ,Vessel ,Tug [IN] 
BEIJING OCEAN LEADER ,Vessel ,Tug [LR] 
ALLECO LEADER ,Vessel ,Tug [MY] 
BES LEADER ,Vessel ,Tug [SG] 
AEP LEADER ,Vessel ,Tug [US] 
APAC LEADER ,Vessel ,Tug [US] 
CCS LEADER I ,Vessel ,Tug [US] 
CROSBY LEADER ,Vessel ,Tug [US] 
FUEL LEADER ,Vessel ,Tug [US] 
LEADER ,Vessel ,Tug [US] 
LEADER ,Vessel ,Tug [US] 
MIDWEST LEADER ,Vessel ,Tug [US] 
SAFETY LEADER ,Vessel ,Tug [US] 
SEAEAGLES LEADER ,Vessel ,Tug [VC] 
GLOBAL LEADER ,Vessel ,Unspecified 
N LEADER BUOY 1 ,Vessel ,Unspecified 
AQUA LEADER ,Vessel ,Unspecified [CA] 
LEADER D18 ,Vessel ,Unspecified [HK] 
LEADER F51 ,Vessel ,Unspecified [HK] 
LEADER F53 ,Vessel ,Unspecified [HK] 
LEADER T3 ,Vessel ,Unspecified [HK] 
LEADER T5 ,Vessel ,Unspecified [HK] 
LEADER ALANDILS ,Vessel ,Unspecified [SA] 
INT'L LEADER ,Vessel ,Utility Vessel 
,,
,,
,,
CORAL LEADER ,Vessel ,Vehicles Carrier [BS] 
EMERALD LEADER ,Vessel ,Vehicles Carrier [BS] 
GALAXY LEADER ,Vessel ,Vehicles Carrier [BS] 
GARNET LEADER ,Vessel ,Vehicles Carrier [BS] 
GENTLE LEADER ,Vessel ,Vehicles Carrier [BS] 
GLOBAL LEADER ,Vessel ,Vehicles Carrier [BS] 
GLORIOUS LEADER ,Vessel ,Vehicles Carrier [BS] 
GOLIATH LEADER ,Vessel ,Vehicles Carrier [BS] 
GRACEFUL LEADER ,Vessel ,Vehicles Carrier [BS] 
GUARDIAN LEADER ,Vessel ,Vehicles Carrier [BS] 
HARMONY LEADER ,Vessel ,Vehicles Carrier [BS] 
HARVEST LEADER ,Vessel ,Vehicles Carrier [BS] 
HERITAGE LEADER ,Vessel ,Vehicles Carrier [BS] 
HERMES LEADER ,Vessel ,Vehicles Carrier [BS] 
HEROIC LEADER ,Vessel ,Vehicles Carrier [BS] 
HORIZON LEADER ,Vessel ,Vehicles Carrier [BS] 
OPAL LEADER ,Vessel ,Vehicles Carrier [BS] 
VICTORY LEADER ,Vessel ,Vehicles Carrier [BS] 
CENTURY LEADER NO.1 ,Vessel ,Vehicles Carrier [Dead] 
CENTURY LEADER NO.3 ,Vessel ,Vehicles Carrier [Dead] 
CENTURY LEADER NO.5 ,Vessel ,Vehicles Carrier [Dead] 
GEMINI LEADER ,Vessel ,Vehicles Carrier [Dead] 
HUDSON LEADER ,Vessel ,Vehicles Carrier [Dead] 
LEADER ,Vessel ,Vehicles Carrier [Dead] 
LEADER ,Vessel ,Vehicles Carrier [Dead] 
PACIFIC LEADER ,Vessel ,Vehicles Carrier [Dead] 
PIONEER LEADER ,Vessel ,Vehicles Carrier [Dead] 
TIGRIS LEADER ,Vessel ,Vehicles Carrier [Dead] 
ZENITH LEADER ,Vessel ,Vehicles Carrier [GB] 
KALIMANTAN LEADER ,Vessel ,Vehicles Carrier [ID] 
SULAWESI LEADER ,Vessel ,Vehicles Carrier [ID] 
SUMATERA LEADER ,Vessel ,Vehicles Carrier [ID] 
ALTAIR LEADER ,Vessel ,Vehicles Carrier [JP] 
ANTARES LEADER ,Vessel ,Vehicles Carrier [JP] 
APHRODITE LEADER ,Vessel ,Vehicles Carrier [JP] 
AQUARIUS LEADER ,Vessel ,Vehicles Carrier [JP] 
ASTERIA LEADER ,Vessel ,Vehicles Carrier [JP] 
ATLAS LEADER ,Vessel ,Vehicles Carrier [JP] 
CASSIOPEIA LEADER ,Vessel ,Vehicles Carrier [JP] 
CEPHEUS LEADER ,Vessel ,Vehicles Carrier [JP] 
CETUS LEADER ,Vessel ,Vehicles Carrier [JP] 
DAEDALUS LEADER ,Vessel ,Vehicles Carrier [JP] 
DELPHINUS LEADER ,Vessel ,Vehicles Carrier [JP] 
DEMETER LEADER ,Vessel ,Vehicles Carrier [JP] 
DIONYSOS LEADER ,Vessel ,Vehicles Carrier [JP] 
EQUULEUS LEADER ,Vessel ,Vehicles Carrier [JP] 
ERIDANUS LEADER ,Vessel ,Vehicles Carrier [JP] 
HELIOS LEADER ,Vessel ,Vehicles Carrier [JP] 
HERCULES LEADER ,Vessel ,Vehicles Carrier [JP] 
HESTIA LEADER ,Vessel ,Vehicles Carrier [JP] 
KARIYUSHI LEADER ,Vessel ,Vehicles Carrier [JP] 
LIBRA LEADER ,Vessel ,Vehicles Carrier [JP] 
LYRA LEADER ,Vessel ,Vehicles Carrier [JP] 
MERCURY LEADER ,Vessel ,Vehicles Carrier [JP] 
ORION LEADER ,Vessel ,Vehicles Carrier [JP] 
PLEIADES LEADER ,Vessel ,Vehicles Carrier [JP] 
POSEIDON LEADER ,Vessel ,Vehicles Carrier [JP] 
PROCYON LEADER ,Vessel ,Vehicles Carrier [JP] 
RHEA LEADER ,Vessel ,Vehicles Carrier [JP] 
SELENE LEADER ,Vessel ,Vehicles Carrier [JP] 
THEMIS LEADER ,Vessel ,Vehicles Carrier [JP] 
VENUS LEADER ,Vessel ,Vehicles Carrier [JP] 
ZEUS LEADER ,Vessel ,Vehicles Carrier [JP] 
AEGEAN LEADER ,Vessel ,Vehicles Carrier [PA] 
ANDROMEDA LEADER ,Vessel ,Vehicles Carrier [PA] 
APOLLON LEADER ,Vessel ,Vehicles Carrier [PA] 
ARIES LEADER ,Vessel ,Vehicles Carrier [PA] 
ARTEMIS LEADER ,Vessel ,Vehicles Carrier [PA] 
AURIGA LEADER ,Vessel ,Vehicles Carrier [PA] 
CASTOR LEADER ,Vessel ,Vehicles Carrier [PA] 
CRONUS LEADER ,Vessel ,Vehicles Carrier [PA] 
CYGNUS LEADER ,Vessel ,Vehicles Carrier [PA] 
DENEB LEADER ,Vessel ,Vehicles Carrier [PA] 
DIONE LEADER ,Vessel ,Vehicles Carrier [PA] 
DORADO LEADER ,Vessel ,Vehicles Carrier [PA] 
HYPERION LEADER ,Vessel ,Vehicles Carrier [PA] 
IRIS LEADER ,Vessel ,Vehicles Carrier [PA] 
JUPITER LEADER ,Vessel ,Vehicles Carrier [PA] 
LEO LEADER ,Vessel ,Vehicles Carrier [PA] 
LOTUS LEADER ,Vessel ,Vehicles Carrier [PA] 
METIS LEADER ,Vessel ,Vehicles Carrier [PA] 
MONOCEROS LEADER ,Vessel ,Vehicles Carrier [PA] 
NEPTUNE LEADER ,Vessel ,Vehicles Carrier [PA] 
OCEANUS LEADER ,Vessel ,Vehicles Carrier [PA] 
PHOENIX LEADER ,Vessel ,Vehicles Carrier [PA] 
PISCES LEADER ,Vessel ,Vehicles Carrier [PA] 
PLUTO LEADER ,Vessel ,Vehicles Carrier [PA] 
POSITIVE LEADER ,Vessel ,Vehicles Carrier [PA] 
PYXIS LEADER ,Vessel ,Vehicles Carrier [PA] 
RIGEL LEADER ,Vessel ,Vehicles Carrier [PA] 
SAGITTARIUS LEADER ,Vessel ,Vehicles Carrier [PA] 
SARA LEADER ,Vessel ,Vehicles Carrier [PA] 
TRANS LEADER ,Vessel ,Vehicles Carrier [PA] 
TRITON LEADER ,Vessel ,Vehicles Carrier [PA] 
VEGA LEADER ,Vessel ,Vehicles Carrier [PA] 
VIRGO LEADER ,Vessel ,Vehicles Carrier [PA] 
VOLANS LEADER ,Vessel ,Vehicles Carrier [PA] 
CANOPUS LEADER ,Vessel ,Vehicles Carrier [SG] 
CAPRICORNUS LEADER ,Vessel ,Vehicles Carrier [SG] 
CENTAURUS LEADER ,Vessel ,Vehicles Carrier [SG] 
GAIA LEADER ,Vessel ,Vehicles Carrier [SG] 
POLARIS LEADER ,Vessel ,Vehicles Carrier [SG] 
PROMETHEUS LEADER ,Vessel ,Vehicles Carrier [SG] 
SIRIUS LEADER ,Vessel ,Vehicles Carrier [SG] 
SPICA LEADER ,Vessel ,Vehicles Carrier [SG] 
TAURUS LEADER ,Vessel ,Vehicles Carrier [SG] 
,,
,,
,,
,,
AEGEAN LEADER ,,
ALTAIR LEADER ,,
ANDROMEDA LEADER ,,
ANTARES LEADER ,,
APHRODITE LEADER ,,
APOLLON LEADER ,,
AQUARIUS LEADER ,,
ARIES LEADER ,,
ARTEMIS LEADER ,,
ASTERIA LEADER ,,
ATLAS LEADER ,,
AURIGA LEADER ,,
CANOPUS LEADER ,,
CAPRICORNUS LEADER ,,
CASSIOPEIA LEADER ,,
CASTOR LEADER ,,
CENTAURUS LEADER ,,
CENTURY LEADER NO.1 ,,
CENTURY LEADER NO.3 ,,
CENTURY LEADER NO.5 ,,
CEPHEUS LEADER ,,
CETUS LEADER ,,
CORAL LEADER ,,
CRONUS LEADER ,,
CYGNUS LEADER ,,
DAEDALUS LEADER ,,
DELPHINUS LEADER ,,
DEMETER LEADER ,,
DENEB LEADER ,,
DIONE LEADER ,,
DIONYSOS LEADER ,,
DORADO LEADER ,,
EMERALD LEADER ,,
EQUULEUS LEADER ,,
ERIDANUS LEADER ,,
GAIA LEADER ,,
GALAXY LEADER ,,
GARNET LEADER ,,
GEMINI LEADER ,,
GENTLE LEADER ,,
GLOBAL LEADER ,,
GLORIOUS LEADER ,,
GOLIATH LEADER ,,
GRACEFUL LEADER ,,
GUARDIAN LEADER ,,
HARMONY LEADER ,,
HARVEST LEADER ,,
HELIOS LEADER ,,
HERCULES LEADER ,,
HERITAGE LEADER ,,
HERMES LEADER ,,
HEROIC LEADER ,,
HESTIA LEADER ,,
HORIZON LEADER ,,
HUDSON LEADER ,,
HYPERION LEADER ,,
IRIS LEADER ,,
JUPITER LEADER ,,
KALIMANTAN LEADER ,,
KARIYUSHI LEADER ,,
LEADER ,,
LEADER ,,
LEO LEADER ,,
LIBRA LEADER ,,
LOTUS LEADER ,,
LYRA LEADER ,,
MERCURY LEADER ,,
METIS LEADER ,,
MONOCEROS LEADER ,,
NEPTUNE LEADER ,,
OCEANUS LEADER ,,
OPAL LEADER ,,
ORION LEADER ,,
PACIFIC LEADER ,,
PHOENIX LEADER ,,
PIONEER LEADER ,,
PISCES LEADER ,,
PLEIADES LEADER ,,
PLUTO LEADER ,,
POLARIS LEADER ,,
POSEIDON LEADER ,,
POSITIVE LEADER ,,
PROCYON LEADER ,,
PROMETHEUS LEADER ,,
PYXIS LEADER ,,
RHEA LEADER ,,
RIGEL LEADER ,,
SAGITTARIUS LEADER ,,
SARA LEADER ,,
SELENE LEADER ,,
SIRIUS LEADER ,,
SPICA LEADER ,,
SULAWESI LEADER ,,
SUMATERA LEADER ,,
TAURUS LEADER ,,
THEMIS LEADER ,,
TIGRIS LEADER ,,
TRANS LEADER ,,
TRITON LEADER ,,
VEGA LEADER ,,
VENUS LEADER ,,
VICTORY LEADER ,,
VIRGO LEADER ,,
VOLANS LEADER ,,
ZENITH LEADER ,,
ZEUS LEADER ,,
